"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"1864";"247";"Bras de douche pour WC";"WC-Duscharm";"Toilet shower arm";;"Sanitärtechnik";;
"1584";"247";"WC sur pied";"Stand-WC";"Floor-mounted toilet";;"Sanitärtechnik";;
"1822";"247";"WC suspendu";"Wand-WC";"Wall-mounted toilet";;"Sanitärtechnik";;
"97";"248";"Cotes de raccordement";"Anschlussmaße";"Connection dimensions";;"Sanitärtechnik";;
"241";"248";"Largeur";"Breite";"Width";;"Sanitärtechnik";;
"704";"248";"Hauteur";"Höhe";"Height";;"Sanitärtechnik";;
"1045";"248";"Mur de montage";"Montagewand";"Mounting wall";;"Sanitärtechnik";;
"1042";"248";"Cotes de montage";"Montagemaße";"Installation dimensions";;"Sanitärtechnik";;
"1669";"248";"Profondeur";"Tiefe";"Depth";;"Sanitärtechnik";;
"1811";"248";"Installation en applique";"Vorwandinstallation";"Pre-wall installation";;"Sanitärtechnik";;
"1536";"249";"Liquide de verrouillage";"Sperrflüssigkeit";"Barrier fluid";;"Sanitärtechnik";;
"1755";"249";"urine";"Urin";"Urine";;"Sanitärtechnik";;
"1756";"249";"Urinoir avec raccord d'aspiration";"Urinal mit Absaugformstück";"Urinal with suction fitting";;"Sanitärtechnik";;
"1757";"249";"Urinoir avec siphon apparent";"Urinal mit frei liegendem Geruchverschluss";"Urinal with exposed trap";;"Sanitärtechnik";;
"1758";"249";"Urinoir à chasse d'eau";"Urinal, wassergespült";"Water-flushed urinal";;"Sanitärtechnik";;
"1759";"249";"Urinoir sans eau";"Urinal, wasserlos";"Waterless urinal";;"Sanitärtechnik";;
"216";"250";"au ras du sol";"bodenstehend";"floor-mounted";;"Sanitärtechnik";;
"510";"250";"Bain de pieds";"Fußbad";"Foot bath";;"Sanitärtechnik";;
"901";"250";"Cuve courte";"Kurzwanne";"Shallow tub";;"Sanitärtechnik";;
"1502";"250";"s'asseoir";"sitzen";"Seated";;"Sanitärtechnik";;
"1505";"250";"Lavabo à poser";"Sitzwaschbecken";"Sitting washbasin";;"Sanitärtechnik";;
"1085";"250";"Bac standard";"Normalwanne";"Standard tub";;"Sanitärtechnik";;
"1818";"250";"suspendu au mur";"wandhängend";"Wall-mounted";;"Sanitärtechnik";;
"1849";"250";"Postes de lavage";"Waschpositionen";"Washing positions";;"Sanitärtechnik";;
"170";"251";"Fixation";"Befestigung";"Mounting";;"Sanitärtechnik";;
"705";"251";"réglable en hauteur";"höhenverstellbar";"Height-adjustable";;"Sanitärtechnik";;
"1362";"251";"Isolation acoustique";"Schalldämmung";"Sound insulation";;"Sanitärtechnik";;
"273";"251";"Mastic d'étanchéité, élastique";"Dichtstoff, elastisch";"Sealant, elastic";;"Sanitärtechnik";;
"516";"251";"Piètement";"Fußgestell";"Base frame";;"Sanitärtechnik";;
"609";"251";"Grand bac";"Großwanne";"Large tub";;"Sanitärtechnik";;
"833";"251";"Isolation contre les bruits solidiens";"körperschallgedämmt";"Structure-borne sound insulation";;"Sanitärtechnik";;
"1504";"251";"Baignoire à siège";"Sitzwanne";"Seat basin";;"Sanitärtechnik";;
"1826";"251";"Pied de baignoire";"Wannenfuß";"Tub base";;"Sanitärtechnik";;
"1824";"251";"Baignoire";"Wanne";"Tub";;"Sanitärtechnik";;
"1825";"251";"Ancrage de baignoire";"Wannenanker";"Tub anchors";;"Sanitärtechnik";;
"1827";"251";"Support de baignoire en mousse rigide";"Wannenträger aus Hartschaum";"Hard foam tub support";;"Sanitärtechnik";;
"329";"252";"Douche";"Dusche";"Shower";;"Sanitärtechnik";;
"332";"252";"Paroi de douche";"Duschtrennwand";"Shower enclosure";;"Sanitärtechnik";;
"333";"252";"Receveur de douche";"Duschwanne";"Shower pan";;"Sanitärtechnik";;
"630";"252";"Douchette à main";"Handbrause";"Handheld showerhead";;"Sanitärtechnik";;
"326";"252";"Cabine de douche";"Duschabtrennung";"Shower enclosure";;"Sanitärtechnik";;
"328";"252";"Receveur de douche";"Duschbecken";"Shower basin";;"Sanitärtechnik";;
"831";"252";"Douche de tête";"Kopfbrause";"Overhead shower";;"Sanitärtechnik";;
"1380";"252";"Douchette";"Schlauchbrause";"Hose shower";;"Sanitärtechnik";;
"1472";"252";"Douchette latérale";"Seitenbrause";"Side shower";;"Sanitärtechnik";;
"213";"253";"Siphon de sol";"Bodenablauf";"Floor drain";;"Sanitärtechnik";;
"240";"253";"Flexible de douche";"Brauseschlauch";"Shower hose";;"Sanitärtechnik";;
"330";"253";"Pomme de douche";"Duschkopf";"Showerhead";;"Sanitärtechnik";;
"331";"253";"Caniveau de douche";"Duschrinne";"Shower channel";;"Sanitärtechnik";;
"239";"253";"Pomme de douche";"Brausekopf";"Shower head";;"Sanitärtechnik";;
"327";"253";"Système de douche, carrelé au ras du sol";"Duschanlage, bodengleich gefliest";"Shower system, floor-level tiled";;"Sanitärtechnik";;
"1821";"253";"Barre murale";"Wandstange";"Wall bar";;"Sanitärtechnik";;
"1859";"253";"jets d'eau";"Wasserstrahlen";"Water jets";;"Sanitärtechnik";;
"1030";"254";"Conduite d'eau mélangée";"Mischwasserkanal";"Drain";;"Sanitärtechnik";;
"1240";"254";"Conduite d'évacuation des eaux pluviales";"Regenwasserfallleitung";"Rainwater downspout";;"Sanitärtechnik";;
"1242";"254";"Canal d'évacuation des eaux pluviales";"Regenwasserkanal";"Rainwater drain";;"Sanitärtechnik";;
"1391";"254";"Canalisation d'eaux usées";"Schmutzwasserkanal";"Sewage drain";;"Sanitärtechnik";;
"1695";"254";"Système de tronçonnage";"Trennsystem";"Separation system";;"Sanitärtechnik";;
"1390";"254";"Conduite d'évacuation des eaux usées";"Schmutzwasserfallleitung";"Sewage downspout";;"Sanitärtechnik";;
"1029";"254";"Système de mélange";"Mischsystem";"Combined system";;"Sanitärtechnik";;
"980";"255";"Conduite de ventilation";"Lüftungsleitung";"Vent pipe";;"Sanitärtechnik";;
"1339";"255";"Conduite collectrice";"Sammelleitung";"Collector pipe";;"Sanitärtechnik";;
"610";"255";"Conduite souterraine";"Grundleitung";"Main line";;"Sanitärtechnik";;
"360";"255";"Conduite de raccordement individuelle (EAL)";"Einzelanschlussleitung (EAL)";"Individual connection line (EAL)";;"Sanitärtechnik";;
"1337";"255";"Conduite de raccordement";"Sammelanschlussleitung";"Collector connection line";;"Sanitärtechnik";;
"167";"256";"Siphon de baignoire";"Badablauf";"Bathroom drain";;"Sanitärtechnik";;
"214";"256";"Siphon de sol avec clapet anti-retour";"Bodenablauf mit Rückstauverschluss";"Floor drain with backflow preventer";;"Sanitärtechnik";;
"1176";"256";"Tire-bouchon";"Pömpel";"Plunger";;"Sanitärtechnik";;
"1279";"256";"Siphon tubulaire";"Röhren-Geruchverschluss";"Pipe trap";;"Sanitärtechnik";;
"1286";"256";"Tuyau de nettoyage";"Rohrreinigungsschlauch";"Pipe cleaning hose";;"Sanitärtechnik";;
"1351";"256";"Ventouse";"Saugglocke";"Suction cup";;"Sanitärtechnik";;
"475";"256";"Siphon anti-odeurs pour bouteille";"Flaschen-Geruchverschluss";"Bottle trap";;"Sanitärtechnik";;
"773";"256";"Écoulement de cave";"Kellerablauf";"Basement drain";;"Sanitärtechnik";;
"1287";"256";"Spirale de nettoyage de tuyaux";"Rohrreinigungsspirale";"Pipe cleaning snake";;"Sanitärtechnik";;
"1744";"256";"Siphon encastré";"Unterputz-Geruchverschluss";"Concealed trap";;"Sanitärtechnik";;
"549";"257";"Pente";"Gefälle";"Slope";;"Sanitärtechnik";;
"1560";"257";"Rinçage";"Spülung";"Flush";;"Sanitärtechnik";;
"1460";"257";"Effet de balayage";"Schwemmwirkung";"Flushing effect";;"Sanitärtechnik";;
"1538";"257";"Eau de blocage";"Sperrwasser";"Water seal";;"Sanitärtechnik";;
"1539";"257";"Réservoir d'eau de blocage";"Sperrwasservorlage";"Standpipe";;"Sanitärtechnik";;
"1561";"257";"Processus de rinçage";"Spülvorgang";"Flushing process";;"Sanitärtechnik";;
"1857";"257";"Réservoir d'eau";"Wassersack";"Water bag";;"Sanitärtechnik";;
"3";"258";"Raccord de sortie";"Abgangsformstück";"Outlet fitting";;"Sanitärtechnik";;
"94";"258";"Raccord";"Anschlussformstück";"Connection fitting";;"Sanitärtechnik";;
"926";"258";"Conducteur, vertical";"Leitung, senkrecht";"Pipe, vertical";;"Sanitärtechnik";;
"1069";"258";"Diamètre nominal";"Nennweite";"Nominal diameter";;"Sanitärtechnik";;
"1254";"258";"Changement de direction";"Richtungsänderung";"Change of direction";;"Sanitärtechnik";;
"1277";"258";"Diamètre de tuyau";"Rohrdurchmesser";"Pipe diameter";;"Sanitärtechnik";;
"927";"258";"Section de câble, horizontale";"Leitungsabschnitt, liegend";"Pipe section, horizontal";;"Sanitärtechnik";;
"281";"259";"Dérivation double";"Doppelabzweig";"Double branch";;"Sanitärtechnik";;
"421";"259";"conduite de descente";"Fallleitung";"Downpipe";;"Sanitärtechnik";;
"855";"259";"Dérivation double à bille";"Kugeldoppelabzweig";"Ball double branch";;"Sanitärtechnik";;
"422";"259";"dérivation de conduite de descente";"Fallleitungsabzweig";"Downpipe branch";;"Sanitärtechnik";;
"172";"260";"Soupape d'aération";"Belüftungsventil";"Vent valve";;"Sanitärtechnik";;
"611";"260";"Conduite souterraine, à l'extérieur du bâtiment";"Grundleitung, außerhalb des Gebäudes";"Main drain, outside the building";;"Sanitärtechnik";;
"399";"260";"Purge par le toit";"Entlüftung über Dach";"Ventilation through the roof";;"Sanitärtechnik";;
"976";"260";"Tuyau d'évacuation";"Lüftungsendrohr";"Vent pipe";;"Sanitärtechnik";;
"1340";"260";"Conduite collectrice, au sous-sol";"Sammelleitung, im Keller";"Collector pipe, in the basement";;"Sanitärtechnik";;
"41";"261";"Système de relevage des eaux usées";"Abwasserhebeanlage";"Sewage lifting station";;"Sanitärtechnik";;
"975";"261";"Ventilation";"Lüftung";"Ventilation";;"Sanitärtechnik";;
"1320";"261";"Niveau de refoulement";"Rückstauebene";"Backflow level";;"Sanitärtechnik";;
"1321";"261";"Clapet anti-refoulement";"Rückstauverschluss";"Backflow preventer";;"Sanitärtechnik";;
"308";"261";"Conduite de pression avec boucle anti-retour";"Druckleitung mit Rückstauschleife";"Pressure line with backflow loop";;"Sanitärtechnik";;
"764";"261";"Canal";"Kanal";"Sewer";;"Sanitärtechnik";;
"1338";"261";"réservoir collecteur";"Sammelbehälter";"Collection tank";;"Sanitärtechnik";;
"1496";"261";"Signal, optique et sonore";"Signal, optisch und akustisch";"Signal, visual and audible";;"Sanitärtechnik";;
"263";"262";"Gouttière";"Dachrinne";"Gutter";;"Sanitärtechnik";;
"592";"262";"Toit à pignon";"Giebeldach";"Gable roof";;"Sanitärtechnik";;
"1243";"262";"Clapet d'évacuation des eaux pluviales";"Regenwasserklappe";"Rainwater flap";;"Sanitärtechnik";;
"1596";"262";"Manchon enfichable";"Steckmuffe";"Plug-in coupling";;"Sanitärtechnik";;
"1239";"262";"Citerne";"Regentonne";"Rain barrel";;"Sanitärtechnik";;
"1241";"262";"Tuyau de descente d'eau de pluie";"Regenwasserfallrohr";"Rainwater downspout";;"Sanitärtechnik";;
"1908";"262";"Bord";"Wulst";"Bead";;"Sanitärtechnik";;
"13";"263";"Écoulement";"Ablauf";"Drain";;"Sanitärtechnik";;
"454";"263";"Toit plat";"Flachdach";"Flat roof";;"Sanitärtechnik";;
"802";"263";"Bride de serrage";"Klemmflansch";"Clamp flange";;"Sanitärtechnik";;
"346";"263";"Bec";"Einlauf";"Inlet";;"Sanitärtechnik";;
"455";"263";"Sortie d'eau pour toit plat";"Flachdachablauf";"Flat roof drain";;"Sanitärtechnik";;
"861";"263";"Grille à billes";"Kugelrost";"Ball grate";;"Sanitärtechnik";;
"1272";"263";"Chauffage d'appoint des tuyaux";"Rohrbegleitheizung";"Pipe trace heating";;"Sanitärtechnik";;
"252";"267";"Briquette";"Brikett";"Briquette";;"Heizungstechnik";;
"620";"267";"Copeaux de bois";"Hackschnitzel";"Wood chips";;"Heizungstechnik";;
"715";"267";"Support pour bois";"Holzlager";"Wood storage";;"Heizungstechnik";;
"810";"267";"Charbon";"Kohle";"Coal";;"Heizungstechnik";;
"903";"267";"Local de stockage";"Lagerraum";"Storage room";;"Heizungstechnik";;
"1142";"267";"Stockage de granulés";"Pelletlagerung";"Pellet storage";;"Heizungstechnik";;
"716";"267";"Granulés de bois";"Holzpellet";"Wood pellets";;"Heizungstechnik";;
"811";"267";"Entrepôt de charbon";"Kohlelagerraum";"Coal storage room";;"Heizungstechnik";;
"1645";"267";"Bûches";"Stückholz";"Logs";;"Heizungstechnik";;
"100";"268";"Clapet anti-retour";"Antiheberventil";"Anti-siphon valve";;"Heizungstechnik";;
"398";"268";"Purgeur";"Entlüfter";"Air vent";;"Heizungstechnik";;
"816";"268";"Robinetterie combinée";"Kombinationsarmatur";"Combination fitting";;"Heizungstechnik";;
"1352";"268";"Conduite d'aspiration";"Saugleitung";"Suction line";;"Heizungstechnik";;
"1406";"268";"Robinet à fermeture rapide";"Schnellschlusshahn";"Quick-closing valve";;"Heizungstechnik";;
"678";"268";"Fioul dans des réservoirs de stockage";"Heizöl in Lagerbehältern";"Heating oil in storage tanks";;"Heizungstechnik";;
"679";"268";"Stockage de fioul, en surface";"Heizöllagerung, oberirdisch";"Heating oil storage, above ground";;"Heizungstechnik";;
"680";"268";"Stockage de fioul, souterrain";"Heizöllagerung, unterirdisch";"Heating oil storage, underground";;"Heizungstechnik";;
"408";"269";"Raccordement au gaz naturel";"Erdgasanschluss";"Natural gas connection";;"Heizungstechnik";;
"409";"269";"Réservoir de gaz naturel";"Erdgastank";"Natural gas tank";;"Heizungstechnik";;
"484";"269";"Gaz liquéfié en bouteilles";"Flüssiggas in Gasflaschen";"LPG in gas cylinders";;"Heizungstechnik";;
"485";"269";"Réservoir de gaz liquéfié";"Flüssiggasbehälter";"LPG tank";;"Heizungstechnik";;
"541";"269";"Réservoir de gaz";"Gastank";"Gas tank";;"Heizungstechnik";;
"542";"269";"Conduite d'alimentation en gaz";"Gasversorgungsleitung";"Gas supply line";;"Heizungstechnik";;
"655";"269";"Robinet principal";"Haupthahn";"Main valve";;"Heizungstechnik";;
"656";"269";"Dispositif de verrouillage principal";"Hauptsperreinrichtung";"Main shut-off device";;"Heizungstechnik";;
"662";"269";"Combinaison d'entrée domestique (HEK)";"Hauseinführungskombination (HEK)";"Building entry combination (BEC)";;"Heizungstechnik";;
"1643";"269";"Contrôleur de débit";"Strömungswächter";"Flow monitor";;"Heizungstechnik";;
"660";"269";"Régulateur de pression domestique";"Hausdruckregler";"Building pressure regulator";;"Heizungstechnik";;
"271";"270";"Vérifier l'étanchéité";"Dichtheit prüfen";"Check for leaks";;"Heizungstechnik";;
"537";"270";"Détecteur de gaz";"Gasspürgerät";"Gas detector";;"Heizungstechnik";;
"538";"270";"Prise de gaz";"Gassteckdose";"Gas outlet";;"Heizungstechnik";;
"540";"270";"Contrôleur de débit de gaz";"Gasströmungswächter";"Gas flow monitor";;"Heizungstechnik";;
"543";"270";"Compteur de gaz";"Gaszähler";"Gas meter";;"Heizungstechnik";;
"1032";"270";"Agent moussant";"Mittel, schaumbildend";"Foaming agent";;"Heizungstechnik";;
"1482";"270";"Bouchon de sécurité";"Sicherheitsstopfen";"Safety plug";;"Heizungstechnik";;
"1261";"270";"Dispositif de sécurité pour raccord à vis";"Ringverschraubungssicherung";"Ring nut lock";;"Heizungstechnik";;
"530";"270";"Robinet de gaz";"Gashahn";"Gas valve";;"Heizungstechnik";;
"113";"271";"Brûleurs à gaz atmosphériques";"Atmosphärische Gasbrenner";"Atmospheric gas burners";;"Heizungstechnik";;
"244";"271";"Plaque de brûleur";"Brennerplatte";"Burner plate";;"Heizungstechnik";;
"469";"271";"Flamme";"Flamme";"Flame";;"Heizungstechnik";;
"519";"271";"Raccordement au gaz";"Gasanschluss";"Gas connection";;"Heizungstechnik";;
"524";"271";"Buse à gaz";"Gasdüse";"Gas nozzle";;"Heizungstechnik";;
"653";"271";"Brûleur principal";"Hauptbrenner";"Main burner";;"Heizungstechnik";;
"730";"271";"Injecteur";"Injektor";"Injector";;"Heizungstechnik";;
"1028";"271";"Tuyau de mélange";"Mischrohr";"Mixing tube";;"Heizungstechnik";;
"1775";"271";"Air de combustion";"Verbrennungsluft";"Combustion air";;"Heizungstechnik";;
"1798";"271";"Brûleur à prémélange";"Vollvormischbrenner";"Fully premixed burner";;"Heizungstechnik";;
"314";"272";"Pressostat";"Druckwächter";"Pressure switch";;"Heizungstechnik";;
"471";"272";"Électrode de surveillance de flamme";"Flammenüberwachungselektrode";"Flame monitoring electrode";;"Heizungstechnik";;
"525";"272";"Filtre à gaz";"Gasfilter";"Gas filter";;"Heizungstechnik";;
"539";"272";"Conduite de gaz";"Gasstraße";"Gas line";;"Heizungstechnik";;
"563";"272";"Régulateur de pression de l'appareil";"Gerätedruckregler";"Equipment pressure regulator";;"Heizungstechnik";;
"731";"272";"Brûleur d'injecteur";"Injektorbrenner";"Injector burner";;"Heizungstechnik";;
"989";"272";"électrovanne";"Magnetventil";"Solenoid valve";;"Heizungstechnik";;
"534";"272";"Système de régulation du gaz";"Gasregelstrecke";"Gas control system";;"Heizungstechnik";;
"1609";"272";"Appareil de commande";"Steuergerät";"Control unit";;"Heizungstechnik";;
"473";"273";"Tête de flamme";"Flammkopf";"Flame head";;"Heizungstechnik";;
"544";"273";"Ventilateur";"Gebläse";"Blower";;"Heizungstechnik";;
"963";"273";"Orifice d'aspiration d'air";"Luftansaugöffnung";"Air intake opening";;"Heizungstechnik";;
"529";"273";"Brûleur à gaz à soufflerie";"Gasgebläsebrenner";"Gas-fired forced-draft burner";;"Heizungstechnik";;
"967";"273";"Pressostat";"Luftdruckwächter";"Air pressure monitor";;"Heizungstechnik";;
"1719";"273";"Électrode de surveillance";"Überwachungselektrode";"Monitoring electrode";;"Heizungstechnik";;
"545";"273";"Moteur de ventilateur";"Gebläsemotor";"Blower motor";;"Heizungstechnik";;
"1588";"273";"Disque de retenue";"Stauscheibe";"Baffle plate";;"Heizungstechnik";;
"246";"274";"Tiroir de brûleur";"Brennerschublade";"Burner drawer";;"Heizungstechnik";;
"247";"274";"Pot de brûleur";"Brennertopf";"Burner pot";;"Heizungstechnik";;
"982";"274";"Alimentation en air";"Luftzufuhr";"Air supply";;"Heizungstechnik";;
"1114";"274";"Conduite de fioul";"Ölleitung";"Oil line";;"Heizungstechnik";;
"1108";"274";"Bac de récupération d'huile";"Öl-Auffangschale";"Oil drip pan";;"Heizungstechnik";;
"1110";"274";"Mélange vapeur d'huile-air";"Öldampf-Luft-Gemisch";"Oil-vapor-air mixture";;"Heizungstechnik";;
"1112";"274";"Insert de chauffage au fioul";"Öl-Heizeinsatz";"Oil heating insert";;"Heizungstechnik";;
"1120";"274";"Brûleur de vaporisation d'huile";"Ölverdampfungsbrenner";"Oil vaporization burner";;"Heizungstechnik";;
"1117";"275";"Conduite d'aspiration de fioul";"Ölsaugleitung";"Oil suction line";;"Heizungstechnik";;
"1122";"275";"Brûleur à atomisation d'huile";"Ölzerstäubungsbrenner";"Oil atomizing burner";;"Heizungstechnik";;
"986";"275";"Vanne d'arrêt magnétique";"Magnetabsperrventil";"Solenoid shut-off valve";;"Heizungstechnik";;
"1116";"275";"Retour d'huile";"Ölrücklauf";"Oil return";;"Heizungstechnik";;
"1945";"275";"Transformateur d'allumage";"Zündtrafo";"Ignition transformer";;"Heizungstechnik";;
"472";"276";"Contrôleur de flamme";"Flammenwächter";"Flame monitor";;"Heizungstechnik";;
"1111";"276";"Buse à mazout";"Öldüse";"Oil nozzle";;"Heizungstechnik";;
"1121";"276";"Préchauffage du fioul";"Ölvorwärmung";"Oil preheating";;"Heizungstechnik";;
"199";"276";"Brûleur à flamme bleue";"Blaubrenner";"Blue burner";;"Heizungstechnik";;
"210";"276";"Diaphragme";"Blende";"Diaphragm";;"Heizungstechnik";;
"211";"276";"Système de mélange à diaphragmes";"Blendenmischsystem";"Flue gas mixing system";;"Heizungstechnik";;
"556";"276";"Brûleur à flamme jaune";"Gelbbrenner";"Yellow burner";;"Heizungstechnik";;
"1589";"276";"Système de mélange à disque de retenue";"Stauscheiben-Mischsystem";"Baffle mixing system";;"Heizungstechnik";;
"1944";"276";"Câble d'allumage";"Zündkabel";"Ignition wire";;"Heizungstechnik";;
"249";"277";"Chambre de combustion";"Brennkammer";"Combustion chamber";;"Heizungstechnik";;
"505";"277";"Indicateur de niveau";"Füllstandsmelder";"Level sensor";;"Heizungstechnik";;
"1141";"277";"Chaudière à granulés";"Pelletkessel";"Pellet boiler";;"Heizungstechnik";;
"1193";"277";"Débit d'air primaire";"Primärluftstrom";"Primary air flow";;"Heizungstechnik";;
"1355";"277";"Ventilateur d'aspiration";"Saugzuggebläse";"Induced draft fan";;"Heizungstechnik";;
"1375";"277";"Grille coulissante";"Schieberost";"Sliding grate";;"Heizungstechnik";;
"1475";"277";"Flux d'air secondaire";"Sekundärluftstrom";"Secondary air flow";;"Heizungstechnik";;
"110";"277";"Cendrier";"Aschelade";"Ash drawer";;"Heizungstechnik";;
"176";"277";"Alimentation, automatique";"Beschickung, automatisch";"Feeding, automatic";;"Heizungstechnik";;
"343";"277";"Vis d'alimentation";"Einbringschnecke";"Feed screw";;"Heizungstechnik";;
"1807";"277";"Réservoir";"Vorratsbehälter";"Storage hopper";;"Heizungstechnik";;
"1946";"277";"Allumage automatique";"Zündung, automatisch";"Ignition, automatic";;"Heizungstechnik";;
"1839";"277";"Échangeur de chaleur";"Wärmeübertrager";"Heat exchanger";;"Heizungstechnik";;
"114";"278";"Chaudières à gaz atmosphériques";"Atmosphärische Gaskessel";"Atmospheric gas boilers";;"Heizungstechnik";;
"522";"278";"Chaudière à condensation au gaz, murale";"Gasbrennwertkessel, wandhängend";"Wall-mounted gas condensing boilers";;"Heizungstechnik";;
"1628";"278";"Brûleur à rayonnement";"Strahlungsbrenner";"Radiant burner";;"Heizungstechnik";;
"533";"278";"Robinetterie de régulation et de sécurité du gaz";"Gasregel- und Sicherheitsarmatur";"Gas control and safety valves";;"Heizungstechnik";;
"7";"278";"Collecteur d'échappement";"Abgassammler";"Flue gas collector";;"Heizungstechnik";;
"1315";"278";"Retour";"Rücklauf";"Return";;"Heizungstechnik";;
"1803";"278";"départ";"Vorlauf";"Supply";;"Heizungstechnik";;
"250";"279";"Chambre de combustion";"Brennraum";"Combustion chamber";;"Heizungstechnik";;
"251";"279";"Chaudière à condensation";"Brennwertkessel";"Condensing boiler";;"Heizungstechnik";;
"1079";"279";"Chaudière à mazout basse température";"Niedertemperatur-Ölheizkessel";"Low-temperature oil boiler";;"Heizungstechnik";;
"1109";"279";"Brûleur à mazout";"Ölbrenner";"Oil burner";;"Heizungstechnik";;
"1646";"279";"Brûleur à chute";"Sturzbrenner";"Downward-facing burner";;"Heizungstechnik";;
"672";"279";"Tubes de gaz de chauffage (surfaces de chauffage verticales en aval)";"Heizgasrohre (senkrechte Nachschaltheizflächen)";"Heating gas pipes (vertical secondary heating surfaces)";;"Heizungstechnik";;
"819";"279";"Échangeur de chaleur à condensation (surface de chauffage en aval)";"Kondensationswärmeübertrager (Nachschalt- heizfläche)";"Condensing heat exchanger (downstream heating surface)";;"Heizungstechnik";;
"1854";"279";"Double chemise d'eau";"Wassermantel, doppelt";"Double water jacket";;"Heizungstechnik";;
"350";"280";"Système monotube";"Einrohrsystem";"Single-pipe system";;"Heizungstechnik";;
"1668";"280";"Système Tichelmann";"Tichelmannsystem";"Tichelmann system";;"Heizungstechnik";;
"416";"280";"Chauffage par étage";"Etagenheizung";"Floor heating";;"Heizungstechnik";;
"1316";"280";"Retour, court";"Rücklauf, kurz";"Return, short";;"Heizungstechnik";;
"1317";"280";"Retour, long";"Rücklauf, lang";"Return, long";;"Heizungstechnik";;
"1789";"280";"Répartiteur (VV, VR)";"Verteiler (VV, VR)";"Manifold (VV, VR)";;"Heizungstechnik";;
"1804";"280";"Avance, courte";"Vorlauf, kurz";"Supply, short";;"Heizungstechnik";;
"1836";"280";"Compteur de chaleur (WZ)";"Wärmemengenzähler (WZ)";"Heat meter (WZ)";;"Heizungstechnik";;
"1791";"280";"Distribution par étage";"Verteilung, etagenweise";"Distribution, by floor";;"Heizungstechnik";;
"1805";"280";"Aller, long";"Vorlauf, lang";"Supply, long";;"Heizungstechnik";;
"1955";"280";"Système à deux tuyaux";"Zweirohrsystem";"Two-pipe system";;"Heizungstechnik";;
"215";"281";"Revêtement de sol";"Bodenbelag";"Floor covering";;"Heizungstechnik";;
"265";"281";"Isolation";"Dämmung";"Insulation";;"Heizungstechnik";;
"415";"281";"Chape";"Estrich";"Screed";;"Heizungstechnik";;
"684";"281";"Conduite de chauffage sous le plafond de la cave";"Heizungsrohr unterhalb der Kellerdecke";"Heating pipe beneath the basement ceiling";;"Heizungstechnik";;
"687";"281";"Distribution de chauffage";"Heizungsverteilung";"Heating distribution";;"Heizungstechnik";;
"929";"281";"Pose de câbles dans le sol";"Leitungsverlegung im Fußboden";"Pipe installation in the floor";;"Heizungstechnik";;
"930";"281";"Pose de câbles dans les plinthes";"Leitungsverlegung in Sockelleisten";"Cabling in baseboards";;"Heizungstechnik";;
"1264";"281";"Dalle en béton brut";"Rohbetondecke";"Exposed concrete ceiling";;"Heizungstechnik";;
"1840";"281";"Distribution de chaleur, horizontale";"Wärmeverteilung, waagrecht";"Heat distribution, horizontal";;"Heizungstechnik";;
"1812";"281";"Gaine d'installation en applique";"Vorwand-Installationsschacht";"Pre-wall installation shaft";;"Heizungstechnik";;
"1841";"281";"Conduite de distribution de chaleur, verticale";"Wärmeverteilungsleitung, senkrecht";"Heat distribution pipe, vertical";;"Heizungstechnik";;
"35";"282";"Entretoise";"Abstandshalter";"Spacer";;"Heizungstechnik";;
"279";"282";"Entretoise";"Distanzhülse";"Spacer sleeve";;"Heizungstechnik";;
"1367";"282";"Collier de serrage";"Schelle";"Clamp";;"Heizungstechnik";;
"264";"282";"Gaine isolante avec fermeture autocollante";"Dämmschlauch mit Selbstklebeverschluss";"Insulation sleeve with self-adhesive closure";;"Heizungstechnik";;
"685";"282";"Tuyau de chauffage, isolé";"Heizungsrohr, gedämmt";"Heating pipe, insulated";;"Heizungstechnik";;
"892";"282";"Tuyau en cuivre, isolé";"Kupferrohr, gedämmt";"Insulated copper pipe";;"Heizungstechnik";;
"1269";"282";"Fixation de tuyaux";"Rohrbefestigung";"Pipe fastener";;"Heizungstechnik";;
"1289";"282";"Coque isolante pour tuyaux";"Rohrschale zur Wärmedämmung";"Pipe sleeve for thermal insulation";;"Heizungstechnik";;
"31";"283";"Robinet d'arrêt";"Absperrhahn";"Shut-off valve";;"Heizungstechnik";;
"32";"283";"Vanne papillon";"Absperrklappe";"Butterfly valve";;"Heizungstechnik";;
"33";"283";"Vanne à guillotine";"Absperrschieber";"Gate valve";;"Heizungstechnik";;
"277";"284";"Clapet anti-retour Disco";"Disco-Rückschlagventil";"Disco check valve";;"Heizungstechnik";;
"303";"284";"Mélangeur à trois voies avec servomoteur";"Dreiwege-Mischer mit Stellmotor";"Three-way mixer with actuator";;"Heizungstechnik";;
"1319";"284";"Clapet anti-retour";"Rückschlagklappe";"Check valve";;"Heizungstechnik";;
"1630";"284";"Vanne de régulation de ligne";"Strangregulierventil";"Line control valve";;"Heizungstechnik";;
"1205";"284";"Robinet à boisseau sphérique de la pompe";"Pumpenkugelhahn";"Pump ball valve";;"Heizungstechnik";;
"1389";"284";"Filtre à impuretés";"Schmutzfänger";"Strainer";;"Heizungstechnik";;
"1716";"284";"Soupape de décharge";"Überströmventil";"Relief valve";;"Heizungstechnik";;
"1835";"284";"Compteur de chaleur";"Wärmemengenzähler";"Heat meter";;"Heizungstechnik";;
